Unnamed: 0,Graph1,Graph2,Hellinger,NetSimile,ResNet,KSTest,Label Hellinger (0.3764656311257355),Label NetSimile (16.839307102400703),Label ResNet (0.6958818435668945),Label KSTest (0.4532946624479778),Label
1281,ba_graph_10000_39,random_internet_as_graphs_3000_10,0.132846685,12.95191038,0.6927558,0.807963154,True,True,False,True,True
1282,ba_graph_10000_39,random_internet_as_graphs_3000_2,0.188422653,13.36352254,0.7744455,0.807963154,True,True,True,True,True
1283,ba_graph_10000_39,random_internet_as_graphs_3000_3,0.14254706,13.26447819,0.79153866,0.807963154,True,True,True,True,True
1284,ba_graph_10000_39,random_internet_as_graphs_3000_4,0.132819327,13.36953095,0.8183627,0.807963154,True,True,True,True,True
1285,ba_graph_10000_39,random_internet_as_graphs_3000_5,0.192595103,13.36745593,0.79467076,0.95784629,True,True,True,True,True
1286,ba_graph_10000_39,random_internet_as_graphs_3000_6,0.233974653,14.4043536,0.7196136,0.95784629,True,True,True,True,True
1287,ba_graph_10000_39,random_internet_as_graphs_3000_7,0.103210628,13.77242304,0.79986644,0.807963154,True,True,True,True,True
1288,ba_graph_10000_39,random_internet_as_graphs_3000_8,0.14783549,13.76159249,0.78137124,0.807963154,True,True,True,True,True
1289,ba_graph_10000_39,random_internet_as_graphs_3000_9,0.182857176,12.8054531,0.7411585,0.807963154,True,True,True,True,True
1290,ba_graph_10000_39,random_internet_as_graphs_7000_1,0.261014058,13.98634168,0.71852696,0.807963154,True,True,True,True,True
1291,ba_graph_10000_39,random_internet_as_graphs_7000_10,0.238562594,13.5845895,0.83225465,0.59407063,True,True,True,True,True
1292,ba_graph_10000_39,random_internet_as_graphs_7000_2,0.232215183,13.90474816,0.84064436,0.59407063,True,True,True,True,True
1293,ba_graph_10000_39,random_internet_as_graphs_7000_3,0.314297664,15.41524404,0.7279226,0.59407063,True,True,True,True,True
1294,ba_graph_10000_39,random_internet_as_graphs_7000_4,0.281753965,14.66572758,0.71391463,0.59407063,True,True,True,True,True
1295,ba_graph_10000_39,random_internet_as_graphs_7000_5,0.318714903,15.26278768,0.771364,0.59407063,True,True,True,True,True
1296,ba_graph_10000_39,random_internet_as_graphs_7000_6,0.305897379,15.60661963,0.793118,0.392945014,True,True,True,False,True
1297,ba_graph_10000_39,random_internet_as_graphs_7000_7,0.234576521,13.24412259,0.8617661,0.807963154,True,True,True,True,True
1298,ba_graph_10000_39,random_internet_as_graphs_7000_8,0.282102301,14.65029526,0.70526767,0.59407063,True,True,True,True,True
1299,ba_graph_10000_39,random_internet_as_graphs_7000_9,0.207020708,13.01326447,0.7573824,0.59407063,True,True,True,True,True
1300,ba_graph_10000_39,random_internet_as_graphs_8000_1,0.258302445,14.12636481,0.76111406,0.239073002,True,True,True,False,True
1301,ba_graph_10000_39,random_internet_as_graphs_8000_10,0.290882948,14.92970562,0.73591995,0.239073002,True,True,True,False,True
1302,ba_graph_10000_39,random_internet_as_graphs_8000_2,0.343091977,15.98886665,0.75513506,0.239073002,True,True,True,False,True
1303,ba_graph_10000_39,random_internet_as_graphs_8000_3,0.333024377,15.78448542,0.8119011,0.239073002,True,True,True,False,True
1304,ba_graph_10000_39,random_internet_as_graphs_8000_4,0.292544223,14.66519742,0.7282621,0.239073002,True,True,True,False,True
1305,ba_graph_10000_39,random_internet_as_graphs_8000_5,0.332958474,16.15634925,0.70415205,0.239073002,True,True,True,False,True
1306,ba_graph_10000_39,random_internet_as_graphs_8000_6,0.292770076,14.97643425,0.7750138,0.239073002,True,True,True,False,True
1307,ba_graph_10000_39,random_internet_as_graphs_8000_7,0.326823276,15.90343005,0.6991633,0.239073002,True,True,True,False,True
1308,ba_graph_10000_39,random_internet_as_graphs_8000_8,0.289777351,14.96821707,0.8175008,0.239073002,True,True,True,False,True
1309,ba_graph_10000_39,random_internet_as_graphs_8000_9,0.258762665,13.87068152,0.61219364,0.392945014,True,True,False,False,True
1370,ba_graph_10000_39,waxman_graph_10000_0.2_0.05_36,0.433288537,29.06815959,0.66311896,0.034580085,False,False,False,False,False
1371,ba_graph_10000_39,waxman_graph_10000_0.2_0.05_37,0.433279633,29.00245931,0.7233406,0.034580085,False,False,True,False,False
1372,ba_graph_10000_39,waxman_graph_10000_0.2_0.05_38,0.433193401,28.9874388,0.66199493,0.034580085,False,False,False,False,False
1373,ba_graph_10000_39,waxman_graph_10000_0.2_0.05_39,0.433285777,28.8942318,0.64685327,0.034580085,False,False,False,False,False
1374,ba_graph_10000_39,waxman_graph_10000_0.2_0.05_40,0.433177432,29.03099707,0.57923883,0.034580085,False,False,False,False,False
1375,ba_graph_10000_39,waxman_graph_10000_0.2_0.05_41,0.433260056,28.92384038,0.63295364,0.034580085,False,False,False,False,False
1376,ba_graph_10000_39,waxman_graph_10000_0.2_0.05_42,0.433114649,29.00557991,0.7828003,0.034580085,False,False,True,False,False
1377,ba_graph_10000_39,waxman_graph_10000_0.2_0.05_43,0.433388509,29.08150382,0.7132489,0.034580085,False,False,True,False,False
1378,ba_graph_10000_39,waxman_graph_10000_0.2_0.05_44,0.433391441,29.01345019,0.70681167,0.034580085,False,False,True,False,False
1379,ba_graph_10000_39,waxman_graph_10000_0.2_0.05_45,0.433300646,29.10694003,0.5623447,0.034580085,False,False,False,False,False
1380,ba_graph_10000_39,waxman_graph_2000_0.2_0.05_1,0.433677181,21.65651758,0.7872431,0.59407063,False,False,True,True,False
1381,ba_graph_10000_39,waxman_graph_2000_0.2_0.05_10,0.433733213,21.91228713,0.82922995,0.59407063,False,False,True,True,False
1382,ba_graph_10000_39,waxman_graph_2000_0.2_0.05_2,0.433533744,21.7015424,0.7200287,0.59407063,False,False,True,True,False
1383,ba_graph_10000_39,waxman_graph_2000_0.2_0.05_3,0.434150454,19.92378512,0.74022585,0.59407063,False,False,True,True,False
1384,ba_graph_10000_39,waxman_graph_2000_0.2_0.05_4,0.433439722,20.28614363,0.782154,0.59407063,False,False,True,True,False
1385,ba_graph_10000_39,waxman_graph_2000_0.2_0.05_5,0.43359249,21.50854737,0.77742493,0.59407063,False,False,True,True,False
1386,ba_graph_10000_39,waxman_graph_2000_0.2_0.05_6,0.433135132,21.63991448,0.7026036,0.392945014,False,False,True,False,False
1387,ba_graph_10000_39,waxman_graph_2000_0.2_0.05_7,0.434577068,21.54278158,0.68744177,0.392945014,False,False,False,False,False
1388,ba_graph_10000_39,waxman_graph_2000_0.2_0.05_8,0.433074312,22.00554068,0.7766189,0.59407063,False,False,True,True,False
1389,ba_graph_10000_39,waxman_graph_2000_0.2_0.05_9,0.432735054,21.61702579,0.7863594,0.59407063,False,False,True,True,False
1390,ba_graph_10000_39,waxman_graph_2500_0.2_0.05_1,0.432373628,22.76901905,0.70823723,0.392945014,False,False,True,False,False
1391,ba_graph_10000_39,waxman_graph_2500_0.2_0.05_10,0.432447071,22.85328011,0.73179203,0.239073002,False,False,True,False,False
1392,ba_graph_10000_39,waxman_graph_2500_0.2_0.05_2,0.432513984,22.69913446,0.7344861,0.239073002,False,False,True,False,False
1393,ba_graph_10000_39,waxman_graph_2500_0.2_0.05_3,0.432528689,22.29307984,0.68564725,0.239073002,False,False,False,False,False
1394,ba_graph_10000_39,waxman_graph_2500_0.2_0.05_4,0.432445831,22.78523576,0.7470609,0.239073002,False,False,True,False,False
1395,ba_graph_10000_39,waxman_graph_2500_0.2_0.05_5,0.432392765,21.8655656,0.6954201,0.239073002,False,False,False,False,False
1396,ba_graph_10000_39,waxman_graph_2500_0.2_0.05_6,0.433199372,22.77842881,0.73986524,0.239073002,False,False,True,False,False
1397,ba_graph_10000_39,waxman_graph_2500_0.2_0.05_7,0.432905587,22.91819973,0.7299507,0.239073002,False,False,True,False,False
1398,ba_graph_10000_39,waxman_graph_2500_0.2_0.05_8,0.432084623,22.96892695,0.66845167,0.239073002,False,False,False,False,False
1399,ba_graph_10000_39,waxman_graph_2500_0.2_0.05_9,0.432307417,22.73560467,0.73282593,0.239073002,False,False,True,False,False
1400,ba_graph_10000_39,waxman_graph_3000_0.2_0.05_1,0.432550829,23.18843554,0.78135294,0.239073002,False,False,True,False,False
1401,ba_graph_10000_39,waxman_graph_3000_0.2_0.05_10,0.43241598,23.50360582,0.7001188,0.239073002,False,False,True,False,False
1402,ba_graph_10000_39,waxman_graph_3000_0.2_0.05_2,0.431865645,23.61672043,0.6957742,0.239073002,False,False,False,False,False
1403,ba_graph_10000_39,waxman_graph_3000_0.2_0.05_3,0.431833184,23.36723472,0.7151572,0.239073002,False,False,True,False,False
1404,ba_graph_10000_39,waxman_graph_3000_0.2_0.05_4,0.432199426,23.17007013,0.80457264,0.239073002,False,False,True,False,False
1405,ba_graph_10000_39,waxman_graph_3000_0.2_0.05_5,0.432481358,23.69781595,0.7022504,0.239073002,False,False,True,False,False
1406,ba_graph_10000_39,waxman_graph_3000_0.2_0.05_6,0.432588442,23.67856566,0.58800673,0.239073002,False,False,False,False,False
1407,ba_graph_10000_39,waxman_graph_3000_0.2_0.05_7,0.432227517,23.61264741,0.7223073,0.239073002,False,False,True,False,False
1408,ba_graph_10000_39,waxman_graph_3000_0.2_0.05_8,0.43243118,23.28915663,0.693385,0.239073002,False,False,False,False,False
1409,ba_graph_10000_39,waxman_graph_3000_0.2_0.05_9,0.431880689,23.52645139,0.7745769,0.239073002,False,False,True,False,False
1410,ba_graph_10000_39,waxman_graph_7000_0.2_0.05_1,0.433020458,27.59676378,0.6019213,0.135003503,False,False,False,False,False
1411,ba_graph_10000_39,waxman_graph_7000_0.2_0.05_10,0.432604804,27.56927865,0.7130756,0.135003503,False,False,True,False,False
1412,ba_graph_10000_39,waxman_graph_7000_0.2_0.05_2,0.43246989,27.76571987,0.6525141,0.135003503,False,False,False,False,False
1413,ba_graph_10000_39,waxman_graph_7000_0.2_0.05_3,0.432642578,27.47647306,0.7041938,0.135003503,False,False,True,False,False
1414,ba_graph_10000_39,waxman_graph_7000_0.2_0.05_4,0.432828129,27.67957731,0.6454558,0.135003503,False,False,False,False,False
1415,ba_graph_10000_39,waxman_graph_7000_0.2_0.05_5,0.432647527,27.74653758,0.6979866,0.135003503,False,False,True,False,False
1416,ba_graph_10000_39,waxman_graph_7000_0.2_0.05_6,0.432711055,27.73551448,0.62846816,0.135003503,False,False,False,False,False
1417,ba_graph_10000_39,waxman_graph_7000_0.2_0.05_7,0.432430412,27.81313187,0.6965201,0.135003503,False,False,True,False,False
1418,ba_graph_10000_39,waxman_graph_7000_0.2_0.05_8,0.432855836,27.79351854,0.7007091,0.135003503,False,False,True,False,False
1419,ba_graph_10000_39,waxman_graph_7000_0.2_0.05_9,0.432670186,27.75948828,0.6351284,0.135003503,False,False,False,False,False
1420,ba_graph_10000_39,waxman_graph_8000_0.2_0.05_16,0.432946813,28.26970766,0.66405874,0.135003503,False,False,False,False,False
1421,ba_graph_10000_39,waxman_graph_8000_0.2_0.05_17,0.432687762,28.38339094,0.7048834,0.135003503,False,False,True,False,False
1422,ba_graph_10000_39,waxman_graph_8000_0.2_0.05_18,0.432830048,28.32296148,0.7030606,0.135003503,False,False,True,False,False
1423,ba_graph_10000_39,waxman_graph_8000_0.2_0.05_19,0.432797606,28.34323227,0.64013565,0.135003503,False,False,False,False,False
1424,ba_graph_10000_39,waxman_graph_8000_0.2_0.05_20,0.43276985,28.37139839,0.6524259,0.135003503,False,False,False,False,False
1425,ba_graph_10000_39,waxman_graph_8000_0.2_0.05_21,0.432927501,28.32438478,0.612593,0.135003503,False,False,False,False,False
1426,ba_graph_10000_39,waxman_graph_8000_0.2_0.05_22,0.43288375,28.480285,0.7273422,0.135003503,False,False,True,False,False
1427,ba_graph_10000_39,waxman_graph_8000_0.2_0.05_23,0.432787752,28.2311329,0.65015465,0.135003503,False,False,False,False,False
1428,ba_graph_10000_39,waxman_graph_8000_0.2_0.05_24,0.432723693,28.36302524,0.72817755,0.135003503,False,False,True,False,False
1429,ba_graph_10000_39,waxman_graph_8000_0.2_0.05_25,0.433059992,28.28649502,0.7076452,0.135003503,False,False,True,False,False
1430,ba_graph_10000_40,ba_graph_10000_41,0.022129272,0.937439186,0.85356116,0.999999991,True,True,True,True,True
1431,ba_graph_10000_40,ba_graph_10000_42,0.04911923,1.724637294,0.85946316,0.998839376,True,True,True,True,True
1432,ba_graph_10000_40,ba_graph_10000_43,0.003497996,0.968002135,0.86183923,1.0,True,True,True,True,True
1433,ba_graph_10000_40,ba_graph_10000_44,0.035835637,1.377204632,0.89291644,0.999999991,True,True,True,True,True
1434,ba_graph_10000_40,ba_graph_10000_45,0.015869658,0.703107564,0.6425563,0.999999991,True,True,False,True,True
1435,ba_graph_10000_40,ba_graph_2000_1,0.109398124,9.069728811,0.8266064,0.807963154,True,True,True,True,True
1436,ba_graph_10000_40,ba_graph_2000_10,0.125408995,9.274965873,0.8654977,0.807963154,True,True,True,True,True
1437,ba_graph_10000_40,ba_graph_2000_2,0.177048767,10.2107719,0.8852452,0.59407063,True,True,True,True,True
1438,ba_graph_10000_40,ba_graph_2000_3,0.135820739,9.326024538,0.7314956,0.59407063,True,True,True,True,True
1439,ba_graph_10000_40,ba_graph_2000_4,0.154992046,10.09995077,0.82071537,0.59407063,True,True,True,True,True
1440,ba_graph_10000_40,ba_graph_2000_5,0.118672065,9.026076148,0.8476288,0.59407063,True,True,True,True,True
1441,ba_graph_10000_40,ba_graph_2000_6,0.076805552,7.64843282,0.80458546,0.95784629,True,True,True,True,True
1442,ba_graph_10000_40,ba_graph_2000_7,0.111062175,8.487001544,0.747504,0.807963154,True,True,True,True,True
1443,ba_graph_10000_40,ba_graph_2000_8,0.172565133,10.18933788,0.79984295,0.59407063,True,True,True,True,True
1444,ba_graph_10000_40,ba_graph_2000_9,0.158648392,9.260744227,0.8008354,0.59407063,True,True,True,True,True
1445,ba_graph_10000_40,ba_graph_2500_1,0.085059143,7.255995052,0.7942705,0.95784629,True,True,True,True,True
1446,ba_graph_10000_40,ba_graph_2500_10,0.157826592,8.825516263,0.8678506,0.59407063,True,True,True,True,True
1447,ba_graph_10000_40,ba_graph_2500_2,0.098559093,7.786572508,0.8249069,0.95784629,True,True,True,True,True
1448,ba_graph_10000_40,ba_graph_2500_3,0.1177871,8.310522991,0.8286675,0.95784629,True,True,True,True,True
1449,ba_graph_10000_40,ba_graph_2500_4,0.117501154,7.833085352,0.8194386,0.807963154,True,True,True,True,True
1450,ba_graph_10000_40,ba_graph_2500_5,0.129242379,8.585604723,0.80322593,0.807963154,True,True,True,True,True
1451,ba_graph_10000_40,ba_graph_2500_6,0.110954934,8.265105818,0.7964158,0.95784629,True,True,True,True,True
1452,ba_graph_10000_40,ba_graph_2500_7,0.136210356,8.496199195,0.875481,0.95784629,True,True,True,True,True
1453,ba_graph_10000_40,ba_graph_2500_8,0.149723801,7.652357732,0.8037996,0.59407063,True,True,True,True,True
1454,ba_graph_10000_40,ba_graph_2500_9,0.1271869,8.049914564,0.85611385,0.807963154,True,True,True,True,True
1455,ba_graph_10000_40,ba_graph_3000_1,0.067121654,6.557917577,0.718908,0.95784629,True,True,True,True,True
1456,ba_graph_10000_40,ba_graph_3000_10,0.117826678,7.507402162,0.832374,0.95784629,True,True,True,True,True
1457,ba_graph_10000_40,ba_graph_3000_2,0.093039753,7.295739514,0.8550238,0.95784629,True,True,True,True,True
1458,ba_graph_10000_40,ba_graph_3000_3,0.103994908,6.87394224,0.812987,0.95784629,True,True,True,True,True
1459,ba_graph_10000_40,ba_graph_3000_4,0.081110972,6.681301592,0.83011323,0.95784629,True,True,True,True,True
1460,ba_graph_10000_40,ba_graph_3000_5,0.101902821,6.741272309,0.74545103,0.95784629,True,True,True,True,True
1461,ba_graph_10000_40,ba_graph_3000_6,0.131203278,7.421932699,0.74798095,0.95784629,True,True,True,True,True
1462,ba_graph_10000_40,ba_graph_3000_7,0.1557781,7.978526662,0.85273844,0.807963154,True,True,True,True,True
1463,ba_graph_10000_40,ba_graph_3000_8,0.085698918,6.58851164,0.86433697,0.95784629,True,True,True,True,True
1464,ba_graph_10000_40,ba_graph_3000_9,0.144804471,7.597982258,0.85591185,0.95784629,True,True,True,True,True
1465,ba_graph_10000_40,ba_graph_7000_1,0.058404152,2.978006878,0.85175157,0.998839376,True,True,True,True,True
1466,ba_graph_10000_40,ba_graph_7000_10,0.043250579,2.373921118,0.8690114,0.998839376,True,True,True,True,True
1467,ba_graph_10000_40,ba_graph_7000_2,0.043223225,2.757821507,0.8596909,0.998839376,True,True,True,True,True
1468,ba_graph_10000_40,ba_graph_7000_3,0.020735815,1.896696533,0.82841045,0.998839376,True,True,True,True,True
1469,ba_graph_10000_40,ba_graph_7000_4,0.066138905,3.403991927,0.7271755,0.998839376,True,True,True,True,True
1470,ba_graph_10000_40,ba_graph_7000_5,0.038831953,2.90077782,0.8753023,0.998839376,True,True,True,True,True
1471,ba_graph_10000_40,ba_graph_7000_6,0.01911266,1.970191603,0.82605976,0.998839376,True,True,True,True,True
1472,ba_graph_10000_40,ba_graph_7000_7,0.033086982,2.66023927,0.87710917,0.998839376,True,True,True,True,True
1473,ba_graph_10000_40,ba_graph_7000_8,0.011645942,1.925186784,0.7473583,0.998839376,True,True,True,True,True
1474,ba_graph_10000_40,ba_graph_7000_9,0.039015907,2.720918158,0.673001,0.998839376,True,True,False,True,True
1475,ba_graph_10000_40,ba_graph_8000_16,0.03117449,2.105211001,0.79899824,0.998839376,True,True,True,True,True
1476,ba_graph_10000_40,ba_graph_8000_17,0.013667581,1.655825243,0.62553734,0.998839376,True,True,False,True,True
1477,ba_graph_10000_40,ba_graph_8000_18,0.007713235,1.26623901,0.85640967,0.999999991,True,True,True,True,True
1478,ba_graph_10000_40,ba_graph_8000_19,0.008460634,1.678595258,0.52226794,0.999999991,True,True,False,True,True
1479,ba_graph_10000_40,ba_graph_8000_20,0.015240646,1.75075177,0.69110245,0.999999991,True,True,False,True,True
1480,ba_graph_10000_40,ba_graph_8000_21,0.010433986,1.345337795,0.8581436,0.999999991,True,True,True,True,True
1481,ba_graph_10000_40,ba_graph_8000_22,0.017088007,1.187816676,0.70980495,0.998839376,True,True,True,True,True
1482,ba_graph_10000_40,ba_graph_8000_23,0.022787345,1.960939036,0.8521993,0.998839376,True,True,True,True,True
1483,ba_graph_10000_40,ba_graph_8000_24,0.0406818,1.76949106,0.89945686,0.998839376,True,True,True,True,True
1484,ba_graph_10000_40,ba_graph_8000_25,0.016894168,1.188637923,0.8865725,0.999999991,True,True,True,True,True
1485,ba_graph_10000_40,er_graph_10000_36,0.435526895,27.75865507,0.695141,0.135003503,False,False,False,False,False
1486,ba_graph_10000_40,er_graph_10000_37,0.435498249,27.74249842,0.6714081,0.135003503,False,False,False,False,False
1487,ba_graph_10000_40,er_graph_10000_38,0.435495841,27.76154528,0.6948916,0.135003503,False,False,False,False,False
1488,ba_graph_10000_40,er_graph_10000_39,0.435513265,27.73879102,0.65758175,0.135003503,False,False,False,False,False
1489,ba_graph_10000_40,er_graph_10000_40,0.435505626,27.8008211,0.69734806,0.135003503,False,False,True,False,False
1490,ba_graph_10000_40,er_graph_10000_41,0.4354951,27.75853188,0.69626087,0.135003503,False,False,True,False,False
1491,ba_graph_10000_40,er_graph_10000_42,0.435532833,27.78460329,0.6405684,0.135003503,False,False,False,False,False
1492,ba_graph_10000_40,er_graph_10000_43,0.435547665,27.7768964,0.6713397,0.135003503,False,False,False,False,False
1493,ba_graph_10000_40,er_graph_10000_44,0.435487264,27.74549547,0.6589662,0.135003503,False,False,False,False,False
1494,ba_graph_10000_40,er_graph_10000_45,0.435470668,27.74563072,0.65625525,0.135003503,False,False,False,False,False
1495,ba_graph_10000_40,er_graph_2000_1,0.436379922,20.9517491,0.68169206,0.135003503,False,False,False,False,False
1496,ba_graph_10000_40,er_graph_2000_10,0.435885286,21.19849323,0.6356908,0.135003503,False,False,False,False,False
1497,ba_graph_10000_40,er_graph_2000_2,0.43641604,21.93898775,0.6944368,0.135003503,False,False,False,False,False
1498,ba_graph_10000_40,er_graph_2000_3,0.435889992,22.00612163,0.712927,0.135003503,False,False,True,False,False
1499,ba_graph_10000_40,er_graph_2000_4,0.436489165,21.59049905,0.7479339,0.135003503,False,False,True,False,False
1500,ba_graph_10000_40,er_graph_2000_5,0.435793875,21.92177123,0.6384581,0.135003503,False,False,False,False,False
1501,ba_graph_10000_40,er_graph_2000_6,0.436326703,22.16098588,0.7382177,0.135003503,False,False,True,False,False
1502,ba_graph_10000_40,er_graph_2000_7,0.436095175,21.75868493,0.62320566,0.135003503,False,False,False,False,False
1503,ba_graph_10000_40,er_graph_2000_8,0.435109061,21.73059782,0.6490433,0.135003503,False,False,False,False,False
1504,ba_graph_10000_40,er_graph_2000_9,0.436526441,21.96343261,0.7256118,0.135003503,False,False,True,False,False
1505,ba_graph_10000_40,er_graph_2500_1,0.43504715,23.2330688,0.731885,0.239073002,False,False,True,False,False
1506,ba_graph_10000_40,er_graph_2500_10,0.435757444,23.46452554,0.756935,0.135003503,False,False,True,False,False
1507,ba_graph_10000_40,er_graph_2500_2,0.435701598,23.19524004,0.73486286,0.239073002,False,False,True,False,False
1508,ba_graph_10000_40,er_graph_2500_3,0.435666083,23.31442839,0.77407336,0.239073002,False,False,True,False,False
1509,ba_graph_10000_40,er_graph_2500_4,0.435439017,23.34672456,0.65676373,0.239073002,False,False,False,False,False
1510,ba_graph_10000_40,er_graph_2500_5,0.435257991,23.16588183,0.71554804,0.135003503,False,False,True,False,False
1511,ba_graph_10000_40,er_graph_2500_6,0.435128585,23.04697629,0.7508453,0.239073002,False,False,True,False,False
1512,ba_graph_10000_40,er_graph_2500_7,0.435095947,22.69363995,0.71974677,0.239073002,False,False,True,False,False
1513,ba_graph_10000_40,er_graph_2500_8,0.435284804,23.2718063,0.7217873,0.239073002,False,False,True,False,False
1514,ba_graph_10000_40,er_graph_2500_9,0.435475205,23.31169538,0.67122644,0.239073002,False,False,False,False,False
1515,ba_graph_10000_40,er_graph_3000_1,0.435131202,23.87582972,0.7808612,0.070887988,False,False,True,False,False
1516,ba_graph_10000_40,er_graph_3000_10,0.435043785,23.93832938,0.70648503,0.070887988,False,False,True,False,False
1517,ba_graph_10000_40,er_graph_3000_2,0.434717014,24.09643984,0.7503645,0.070887988,False,False,True,False,False
1518,ba_graph_10000_40,er_graph_3000_3,0.434830625,24.01686834,0.7759937,0.070887988,False,False,True,False,False
1519,ba_graph_10000_40,er_graph_3000_4,0.434705827,23.87262972,0.776338,0.070887988,False,False,True,False,False
1520,ba_graph_10000_40,er_graph_3000_5,0.434949806,24.00988643,0.67046785,0.070887988,False,False,False,False,False
1521,ba_graph_10000_40,er_graph_3000_6,0.435099828,23.94552091,0.67028487,0.070887988,False,False,False,False,False
1522,ba_graph_10000_40,er_graph_3000_7,0.434906331,24.0846438,0.77286655,0.070887988,False,False,True,False,False
1523,ba_graph_10000_40,er_graph_3000_8,0.435274306,24.05549818,0.6721647,0.070887988,False,False,False,False,False
1524,ba_graph_10000_40,er_graph_3000_9,0.434952328,23.998454,0.77302384,0.070887988,False,False,True,False,False
1525,ba_graph_10000_40,er_graph_7000_1,0.434933103,26.74655019,0.7408149,0.239073002,False,False,True,False,False
1526,ba_graph_10000_40,er_graph_7000_10,0.434997099,26.7061698,0.64589894,0.239073002,False,False,False,False,False
1527,ba_graph_10000_40,er_graph_7000_2,0.434995476,26.72716008,0.63747793,0.239073002,False,False,False,False,False
1528,ba_graph_10000_40,er_graph_7000_3,0.434870834,26.79373757,0.58201635,0.239073002,False,False,False,False,False
1529,ba_graph_10000_40,er_graph_7000_4,0.434936758,26.69796756,0.7105673,0.239073002,False,False,True,False,False
1530,ba_graph_10000_40,er_graph_7000_5,0.434991732,26.75648286,0.7290905,0.239073002,False,False,True,False,False
1531,ba_graph_10000_40,er_graph_7000_6,0.434958322,26.63071332,0.7316316,0.239073002,False,False,True,False,False
1532,ba_graph_10000_40,er_graph_7000_7,0.43489571,26.72336691,0.72966397,0.239073002,False,False,True,False,False
1533,ba_graph_10000_40,er_graph_7000_8,0.435032706,26.76015335,0.74859357,0.239073002,False,False,True,False,False
1534,ba_graph_10000_40,er_graph_7000_9,0.435127734,26.79148324,0.7346601,0.239073002,False,False,True,False,False
1535,ba_graph_10000_40,er_graph_8000_16,0.435240306,27.15167097,0.7080475,0.239073002,False,False,True,False,False
1536,ba_graph_10000_40,er_graph_8000_17,0.435192234,27.11946455,0.6100603,0.239073002,False,False,False,False,False
1537,ba_graph_10000_40,er_graph_8000_18,0.435194609,27.14057958,0.75196743,0.239073002,False,False,True,False,False
1538,ba_graph_10000_40,er_graph_8000_19,0.435094861,27.05038487,0.67957956,0.239073002,False,False,False,False,False
1539,ba_graph_10000_40,er_graph_8000_20,0.435119468,27.11259918,0.6115586,0.239073002,False,False,False,False,False
1540,ba_graph_10000_40,er_graph_8000_21,0.435113678,27.09285292,0.7516646,0.239073002,False,False,True,False,False
1541,ba_graph_10000_40,er_graph_8000_22,0.435179889,27.08140863,0.58813846,0.239073002,False,False,False,False,False
1542,ba_graph_10000_40,er_graph_8000_23,0.435191075,27.04853168,0.66269785,0.239073002,False,False,False,False,False
1543,ba_graph_10000_40,er_graph_8000_24,0.435209007,27.0967406,0.70265913,0.239073002,False,False,True,False,False
1544,ba_graph_10000_40,er_graph_8000_25,0.435130685,27.13478237,0.67616355,0.239073002,False,False,False,False,False
1605,ba_graph_10000_40,random_internet_as_graphs_10000_1,0.364330575,17.45959421,0.73507994,0.070887988,True,False,True,False,True
1606,ba_graph_10000_40,random_internet_as_graphs_10000_10,0.320991045,16.25498498,0.6968268,0.135003503,True,True,True,False,True
1607,ba_graph_10000_40,random_internet_as_graphs_10000_2,0.32880352,16.56280528,0.73427165,0.070887988,True,True,True,False,True
1608,ba_graph_10000_40,random_internet_as_graphs_10000_3,0.323458426,16.30238686,0.7338259,0.070887988,True,True,True,False,True
1609,ba_graph_10000_40,random_internet_as_graphs_10000_4,0.287113132,15.09402404,0.53432465,0.135003503,True,True,False,False,True
1610,ba_graph_10000_40,random_internet_as_graphs_10000_5,0.361546618,17.06188364,0.76156545,0.070887988,True,False,True,False,True
1611,ba_graph_10000_40,random_internet_as_graphs_10000_6,0.370687398,17.63623909,0.79632556,0.070887988,True,False,True,False,True
1612,ba_graph_10000_40,random_internet_as_graphs_10000_7,0.37207641,17.65560756,0.67229295,0.135003503,True,False,False,False,True
1613,ba_graph_10000_40,random_internet_as_graphs_10000_8,0.286163671,14.93456872,0.7247168,0.239073002,True,True,True,False,True
1614,ba_graph_10000_40,random_internet_as_graphs_10000_9,0.288207722,15.32793499,0.7567975,0.135003503,True,True,True,False,True
1615,ba_graph_10000_40,random_internet_as_graphs_2000_1,0.097346635,14.74873029,0.7425626,0.239073002,True,True,True,False,True
1616,ba_graph_10000_40,random_internet_as_graphs_2000_10,0.096244542,14.46347279,0.78549457,0.239073002,True,True,True,False,True
1617,ba_graph_10000_40,random_internet_as_graphs_2000_2,0.158110199,13.55268241,0.57838124,0.392945014,True,True,False,False,True
1618,ba_graph_10000_40,random_internet_as_graphs_2000_3,0.102312758,14.82657633,0.8539053,0.392945014,True,True,True,False,True
1619,ba_graph_10000_40,random_internet_as_graphs_2000_4,0.136706785,13.4333385,0.7418141,0.392945014,True,True,True,False,True
1620,ba_graph_10000_40,random_internet_as_graphs_2000_5,0.094847584,14.59980173,0.7630121,0.392945014,True,True,True,False,True
1621,ba_graph_10000_40,random_internet_as_graphs_2000_6,0.118866023,13.5939878,0.7612677,0.392945014,True,True,True,False,True
1622,ba_graph_10000_40,random_internet_as_graphs_2000_7,0.1058043,15.11708993,0.7823931,0.392945014,True,True,True,False,True
1623,ba_graph_10000_40,random_internet_as_graphs_2000_8,0.109986449,14.60434568,0.71861255,0.392945014,True,True,True,False,True
